"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GameReleaseComparatorExactYear record1Value","[0] GameReleaseComparatorExactYear record2Value","[0] GameReleaseComparatorExactYear record1PreprocessedValue","[0] GameReleaseComparatorExactYear record2PreprocessedValue","[0] GameReleaseComparatorExactYear similarity","[0] GameReleaseComparatorExactYear postproccesedSimilarity","[1] GameNameComparatorLowerCaseJaccard record1Value","[1] GameNameComparatorLowerCaseJaccard record2Value","[1] GameNameComparatorLowerCaseJaccard record1PreprocessedValue","[1] GameNameComparatorLowerCaseJaccard record2PreprocessedValue","[1] GameNameComparatorLowerCaseJaccard similarity","[1] GameNameComparatorLowerCaseJaccard postproccesedSimilarity","[2] GameGenreComparatorMongeElkan record1Value","[2] GameGenreComparatorMongeElkan record2Value","[2] GameGenreComparatorMongeElkan record1PreprocessedValue","[2] GameGenreComparatorMongeElkan record2PreprocessedValue","[2] GameGenreComparatorMongeElkan similarity","[2] GameGenreComparatorMongeElkan postproccesedSimilarity"
"LinearCombinationMatchingRule","DBpedia_Video_Game_131","Kaggle1_Video_Game_4204","0.0",,"2007-02-27T00:00","2005-01-01T00:00","2007-02-27T00:00","2005-01-01T00:00","0.0","0.0","dance dance revolution universe","dance dance revolution: mario mix","dance dance revolution universe","dance dance revolution: mario mix","0.4","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_3165","Kaggle1_Video_Game_263","0.0",,"2004-04-06T00:00","1980-01-01T00:00","2004-04-06T00:00","1980-01-01T00:00","0.0","0.0","astropop","asteroids","astropop","asteroids","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_6839","Kaggle1_Video_Game_15461","0.0",,"2013-03-14T00:00","2001-01-01T00:00","2013-03-14T00:00","2001-01-01T00:00","0.0","0.0","dance dance revolution (2013 video game)","dance dance revolution extra mix","dance dance revolution (2013 video game)","dance dance revolution extra mix","0.2857142857142857","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_5490","Kaggle1_Video_Game_5508","0.0",,"2009-06-30T00:00","2011-01-01T00:00","2009-06-30T00:00","2011-01-01T00:00","0.0","0.0","harry potter and the half-blood prince (video game)","harry potter and the deathly hallows - part 2","harry potter and the half-blood prince (video game)","harry potter and the deathly hallows - part 2","0.3076923076923077","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7271","Kaggle1_Video_Game_2311","0.0",,"1993-03-19T00:00","2007-01-01T00:00","1993-03-19T00:00","2007-01-01T00:00","0.0","0.0","splatterhouse 3","spider-man 3","splatterhouse 3","spider-man 3","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_6941","Kaggle1_Video_Game_13357","0.0",,"2022-09-29T00:00","2009-01-01T00:00","2022-09-29T00:00","2009-01-01T00:00","0.0","0.0","moonbreaker","moon","moonbreaker","moon","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_40","Kaggle1_Video_Game_5533","0.0",,"2005-03-16T00:00","2008-01-01T00:00","2005-03-16T00:00","2008-01-01T00:00","0.0","0.0","mx vs. atv unleashed","mx vs. atv untamed","mx vs. atv unleashed","mx vs. atv untamed","0.6","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7879","Kaggle1_Video_Game_4457","0.0",,"2008-03-27T00:00","2005-01-01T00:00","2008-03-27T00:00","2005-01-01T00:00","0.0","0.0","mobile suit gundam 00 (video game)","mobile suit gundam: one year war","mobile suit gundam 00 (video game)","mobile suit gundam: one year war","0.3333333333333333","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_1174","Kaggle1_Video_Game_4785","0.0",,"2004-06-01T00:00","2008-01-01T00:00","2004-06-01T00:00","2008-01-01T00:00","0.0","0.0","the chronicles of riddick: escape from butcher bay","the chronicles of narnia: prince caspian","the chronicles of riddick: escape from butcher bay","the chronicles of narnia: prince caspian","0.2727272727272727","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7615","Kaggle1_Video_Game_9032","0.8",,"2006-03-02T00:00","2006-01-01T00:00","2006-03-02T00:00","2006-01-01T00:00","1.0","1.0","mega man powered up","mega man powered up","mega man powered up","mega man powered up","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_2610","Kaggle1_Video_Game_1017","0.0",,"2005-11-15T00:00","2008-01-01T00:00","2005-11-15T00:00","2008-01-01T00:00","0.0","0.0","dance dance revolution ultramix 3","dance dance revolution x","dance dance revolution ultramix 3","dance dance revolution x","0.4","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_2125","Kaggle1_Video_Game_234","0.8",,"2002-12-13T00:00","2002-01-01T00:00","2002-12-13T00:00","2002-01-01T00:00","1.0","1.0","the legend of zelda: the wind waker","the legend of zelda: the wind waker","the legend of zelda: the wind waker","the legend of zelda: the wind waker","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_6294","Kaggle1_Video_Game_7521","0.8",,"2003-05-06T00:00","2003-01-01T00:00","2003-05-06T00:00","2003-01-01T00:00","1.0","1.0","eve online","eve online","eve online","eve online","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_203","Kaggle1_Video_Game_8272","0.0",,"2016-07-22T00:00","2009-01-01T00:00","2016-07-22T00:00","2009-01-01T00:00","0.0","0.0","starbound","stormrise","starbound","stormrise","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_321","Kaggle1_Video_Game_7393","0.0",,"2011-01-27T00:00","2023-01-01T00:00","2011-01-27T00:00","2023-01-01T00:00","0.0","0.0","valkyria chronicles iii","valkyria chronicles iii: unrecorded chronicles","valkyria chronicles iii","valkyria chronicles iii: unrecorded chronicles","0.75","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_6556","Kaggle1_Video_Game_8468","0.0",,"2003-11-27T00:00","2013-01-01T00:00","2003-11-27T00:00","2013-01-01T00:00","0.0","0.0","phantasy star online episode iii: c.a.r.d. revolution","phantasy star online 2","phantasy star online episode iii: c.a.r.d. revolution","phantasy star online 2","0.2727272727272727","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_8481","Kaggle1_Video_Game_5447","0.2",,"2009-06-23T00:00","2009-01-01T00:00","2009-06-23T00:00","2009-01-01T00:00","1.0","1.0","transformers: revenge of the fallen (video game)","transformers: revenge of the fallen (ds versions)","transformers: revenge of the fallen (video game)","transformers: revenge of the fallen (ds versions)","0.5555555555555556","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7227","Kaggle1_Video_Game_732","0.0",,"2007-06-23T00:00","1998-01-01T00:00","2007-06-23T00:00","1998-01-01T00:00","0.0","0.0","the legend of zelda: phantom hourglass","the legend of zelda: link's awakening dx","the legend of zelda: phantom hourglass","the legend of zelda: link's awakening dx","0.4","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_6839","Kaggle1_Video_Game_2596","0.0",,"2013-03-14T00:00","2007-01-01T00:00","2013-03-14T00:00","2007-01-01T00:00","0.0","0.0","dance dance revolution (2013 video game)","dance dance revolution supernova 2","dance dance revolution (2013 video game)","dance dance revolution supernova 2","0.2857142857142857","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_6625","Kaggle1_Video_Game_4209","0.0",,"2009-03-18T00:00","2007-01-01T00:00","2009-03-18T00:00","2007-01-01T00:00","0.0","0.0","metal gear solid touch","metal gear solid: the essential collection","metal gear solid touch","metal gear solid: the essential collection","0.42857142857142855","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_5972","Kaggle1_Video_Game_15461","0.0",,"2004-11-18T00:00","2001-01-01T00:00","2004-11-18T00:00","2001-01-01T00:00","0.0","0.0","dance dance revolution ultramix 2","dance dance revolution extra mix","dance dance revolution ultramix 2","dance dance revolution extra mix","0.3333333333333333","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_3122","Kaggle1_Video_Game_11019","0.0",,"1993-12-10T00:00","2011-01-01T00:00","1993-12-10T00:00","2011-01-01T00:00","0.0","0.0","dragon's revenge","driver: renegade","dragon's revenge","driver: renegade","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_3558","Kaggle1_Video_Game_2017","0.8",,"2009-09-25T00:00","2009-01-01T00:00","2009-09-25T00:00","2009-01-01T00:00","1.0","1.0","mysims agents","mysims agents","mysims agents","mysims agents","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_5362","Kaggle1_Video_Game_12206","0.0",,"1995-09-26T00:00","2007-01-01T00:00","1995-09-26T00:00","2007-01-01T00:00","0.0","0.0","command & conquer (1995 video game)","command & conquer 3: tiberium wars","command & conquer (1995 video game)","command & conquer 3: tiberium wars","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_2128","Kaggle1_Video_Game_5139","0.0",,"2013-11-22T00:00","2007-01-01T00:00","2013-11-22T00:00","2007-01-01T00:00","0.0","0.0","the legend of zelda: a link between worlds","the legend of spyro: the eternal night","the legend of zelda: a link between worlds","the legend of spyro: the eternal night","0.2727272727272727","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_203","Kaggle1_Video_Game_13746","0.2",,"2016-07-22T00:00","2016-01-01T00:00","2016-07-22T00:00","2016-01-01T00:00","1.0","1.0","starbound","stellaris","starbound","stellaris","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_5124","Kaggle1_Video_Game_14301","0.0",,"2001-11-15T00:00","2003-01-01T00:00","2001-11-15T00:00","2003-01-01T00:00","0.0","0.0","project gotham racing (video game)","project gotham racing 2 (jp weekly sales)","project gotham racing (video game)","project gotham racing 2 (jp weekly sales)","0.3333333333333333","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_4113","Kaggle1_Video_Game_12518","0.0",,"2018-03-15T00:00","2016-01-01T00:00","2018-03-15T00:00","2016-01-01T00:00","0.0","0.0","attack on titan 2","attack on titan (koei)","attack on titan 2","attack on titan (koei)","0.6","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7415","Kaggle1_Video_Game_5111","0.0",,"2006-04-21T00:00","2011-01-01T00:00","2006-04-21T00:00","2011-01-01T00:00","0.0","0.0","rapelay","rage","rapelay","rage","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_5432","Kaggle1_Video_Game_9399","0.0",,"1999-09-15T00:00","2002-01-01T00:00","1999-09-15T00:00","2002-01-01T00:00","0.0","0.0","nhl 2000","nhl 2003","nhl 2000","nhl 2003","0.3333333333333333","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_1183","Kaggle1_Video_Game_489","0.0",,"2010-10-26T00:00","2005-01-01T00:00","2010-10-26T00:00","2005-01-01T00:00","0.0","0.0","wwe smackdown vs. raw 2011","wwe smackdown! vs. raw 2006","wwe smackdown vs. raw 2011","wwe smackdown! vs. raw 2006","0.6666666666666666","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_40","Kaggle1_Video_Game_4268","0.0",,"2005-03-16T00:00","2007-01-01T00:00","2005-03-16T00:00","2007-01-01T00:00","0.0","0.0","mx vs. atv unleashed","mx vs. atv untamed","mx vs. atv unleashed","mx vs. atv untamed","0.6","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_5147","Kaggle1_Video_Game_1142","0.0",,"2018-08-14T00:00","2014-01-01T00:00","2018-08-14T00:00","2014-01-01T00:00","0.0","0.0","deathgarden","destiny","deathgarden","destiny","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_4474","Kaggle1_Video_Game_343","0.0",,"2009-11-03T00:00","2015-01-01T00:00","2009-11-03T00:00","2015-01-01T00:00","0.0","0.0","star wars battlefront: elite squadron","star wars battlefront (2015)","star wars battlefront: elite squadron","star wars battlefront (2015)","0.5","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_2655","Kaggle1_Video_Game_9991","0.0",,"1991-06-17T00:00","2011-01-01T00:00","1991-06-17T00:00","2011-01-01T00:00","0.0","0.0","daisenryaku","darkspore","daisenryaku","darkspore","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_6911","Kaggle1_Video_Game_5044","0.0",,"2014-09-11T00:00","2009-01-01T00:00","2014-09-11T00:00","2009-01-01T00:00","0.0","0.0","naruto shippuden: ultimate ninja storm revolution","naruto shippuden: ultimate ninja heroes 3","naruto shippuden: ultimate ninja storm revolution","naruto shippuden: ultimate ninja heroes 3","0.5","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_8836","Kaggle1_Video_Game_850","0.0",,"1998-03-25T00:00","2011-01-01T00:00","1998-03-25T00:00","2011-01-01T00:00","0.0","0.0","need for speed iii: hot pursuit","need for speed: the run","need for speed iii: hot pursuit","need for speed: the run","0.375","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_1855","Kaggle1_Video_Game_9631","0.0",,"2005-09-26T00:00","2016-01-01T00:00","2005-09-26T00:00","2016-01-01T00:00","0.0","0.0","nba 2k6","nba 2k17","nba 2k6","nba 2k17","0.6","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_5758","Kaggle1_Video_Game_6343","0.0",,"1990-03-09T00:00","2010-01-01T00:00","1990-03-09T00:00","2010-01-01T00:00","0.0","0.0","moai-kun","monopoly","moai-kun","monopoly","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_1231","Kaggle1_Video_Game_8622","0.1",,"2001-11-12T00:00","2000-01-01T00:00","2001-11-12T00:00","2000-01-01T00:00","0.5","0.5","ncaa final four 2002","ncaa final four 2001","ncaa final four 2002","ncaa final four 2001","0.6","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_8242","Kaggle1_Video_Game_1237","0.0",,"2002-05-16T00:00","2010-01-01T00:00","2002-05-16T00:00","2010-01-01T00:00","0.0","0.0","final fantasy xi","final fantasy xiv: a realm reborn","final fantasy xi","final fantasy xiv: a realm reborn","0.2857142857142857","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_8360","Kaggle1_Video_Game_6819","0.0",,"2019-07-16T00:00","2003-01-01T00:00","2019-07-16T00:00","2003-01-01T00:00","0.0","0.0","killsquad","kill.switch","killsquad","kill.switch","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7661","Kaggle1_Video_Game_9363","0.2",,"2010-01-13T00:00","2010-01-01T00:00","2010-01-13T00:00","2010-01-01T00:00","1.0","1.0","dragon age: origins – return to ostagar","dragon age origins: awakening","dragon age: origins – return to ostagar","dragon age origins: awakening","0.42857142857142855","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_8836","Kaggle1_Video_Game_836","0.0",,"1998-03-25T00:00","2007-01-01T00:00","1998-03-25T00:00","2007-01-01T00:00","0.0","0.0","need for speed iii: hot pursuit","need for speed: prostreet","need for speed iii: hot pursuit","need for speed: prostreet","0.42857142857142855","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7036","Kaggle1_Video_Game_2482","0.8",,"2011-06-10T00:00","2011-01-01T00:00","2011-06-10T00:00","2011-01-01T00:00","1.0","1.0","duke nukem forever","duke nukem forever","duke nukem forever","duke nukem forever","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_2864","Kaggle1_Video_Game_10628","0.1",,"2007-06-08T00:00","2008-01-01T00:00","2007-06-08T00:00","2008-01-01T00:00","0.5","0.5","the history channel: great battles of rome","the history channel: civil war - secret missions","the history channel: great battles of rome","the history channel: civil war - secret missions","0.2727272727272727","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_3230","Kaggle1_Video_Game_5606","0.8",,"1997-12-18T00:00","1997-01-01T00:00","1997-12-18T00:00","1997-01-01T00:00","1.0","1.0","nagano winter olympics '98","nagano winter olympics 98","nagano winter olympics '98","nagano winter olympics 98","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7331","Kaggle1_Video_Game_14143","0.0",,"1999-12-02T00:00","2015-01-01T00:00","1999-12-02T00:00","2015-01-01T00:00","0.0","0.0","the legend of dragoon","the legend of heroes: trails in the sky sc evolution","the legend of dragoon","the legend of heroes: trails in the sky sc evolution","0.3","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_2971","Kaggle1_Video_Game_1179","0.8",,"2001-07-25T00:00","2001-01-01T00:00","2001-07-25T00:00","2001-01-01T00:00","1.0","1.0","ncaa football 2002","ncaa football 2002","ncaa football 2002","ncaa football 2002","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_394","Kaggle1_Video_Game_11373","0.0",,"2002-11-10T00:00","2006-01-01T00:00","2002-11-10T00:00","2006-01-01T00:00","0.0","0.0","nhl 2k3","nhl 2k7","nhl 2k3","nhl 2k7","0.6","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_9022","Kaggle1_Video_Game_15912","0.0",,"2008-03-13T00:00","2013-01-01T00:00","2008-03-13T00:00","2013-01-01T00:00","0.0","0.0","winning post 7 maximum 2008","winning post 7 2013","winning post 7 maximum 2008","winning post 7 2013","0.5","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_4412","Kaggle1_Video_Game_9497","0.0",,"2015-12-07T00:00","2004-01-01T00:00","2015-12-07T00:00","2004-01-01T00:00","0.0","0.0","dirt rally","digimon racing","dirt rally","digimon racing","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_3517","Kaggle1_Video_Game_3504","0.8",,"2011-10-13T00:00","2011-01-01T00:00","2011-10-13T00:00","2011-01-01T00:00","1.0","1.0","skylanders: spyro's adventure","skylanders: spyro's adventure","skylanders: spyro's adventure","skylanders: spyro's adventure","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_1249","Kaggle1_Video_Game_5654","0.1",,"2002-03-20T00:00","2003-01-01T00:00","2002-03-20T00:00","2003-01-01T00:00","0.5","0.5","from tv animation - one piece: grand battle! 2","from tv animation one piece: grand battle! 3","from tv animation - one piece: grand battle! 2","from tv animation one piece: grand battle! 3","0.7777777777777778","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_6762","Kaggle1_Video_Game_441","0.0",,"2010-07-20T00:00","1998-01-01T00:00","2010-07-20T00:00","1998-01-01T00:00","0.0","0.0","need for speed: world","need for speed iii: hot pursuit","need for speed: world","need for speed iii: hot pursuit","0.42857142857142855","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_1675","Kaggle1_Video_Game_6033","0.8",,"1996-09-30T00:00","1996-01-01T00:00","1996-09-30T00:00","1996-01-01T00:00","1.0","1.0","mlb pennant race","mlb pennant race","mlb pennant race","mlb pennant race","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_3717","Kaggle1_Video_Game_1659","0.0",,"2018-10-05T00:00","2015-01-01T00:00","2018-10-05T00:00","2015-01-01T00:00","0.0","0.0","wwe 2k19","wwe 2k16","wwe 2k19","wwe 2k16","0.6","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_4852","Kaggle1_Video_Game_8610","0.0",,"2007-11-20T00:00","2004-01-01T00:00","2007-11-20T00:00","2004-01-01T00:00","0.0","0.0","ghost in the sheet","ghost in the shell: stand alone complex","ghost in the sheet","ghost in the shell: stand alone complex","0.375","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7664","Kaggle1_Video_Game_6573","0.0",,"2001-11-01T00:00","2008-01-01T00:00","2001-11-01T00:00","2008-01-01T00:00","0.0","0.0","nancy drew: the final scene","nancy drew: the mystery of the clue bender society","nancy drew: the final scene","nancy drew: the mystery of the clue bender society","0.3","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_6321","Kaggle1_Video_Game_517","0.8",,"2007-08-21T00:00","2007-01-01T00:00","2007-08-21T00:00","2007-01-01T00:00","1.0","1.0","bioshock","bioshock","bioshock","bioshock","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_4211","Kaggle1_Video_Game_12992","0.0",,"2009-11-01T00:00","2011-01-01T00:00","2009-11-01T00:00","2011-01-01T00:00","0.0","0.0","men of war: red tide","men of war: assault squad","men of war: red tide","men of war: assault squad","0.42857142857142855","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_3371","Kaggle1_Video_Game_8261","0.1",,"2006-02-20T00:00","2005-01-01T00:00","2006-02-20T00:00","2005-01-01T00:00","0.5","0.5","fight night round 3","fight night round 2","fight night round 3","fight night round 2","0.6","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_203","Kaggle1_Video_Game_12431","0.0",,"2016-07-22T00:00","2012-01-01T00:00","2016-07-22T00:00","2012-01-01T00:00","0.0","0.0","starbound","steins;gate","starbound","steins;gate","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_37","Kaggle1_Video_Game_4616","0.2",,"2004-09-08T00:00","2004-01-01T00:00","2004-09-08T00:00","2004-01-01T00:00","1.0","1.0","the fairly oddparents: shadow showdown","the fairly odd parents: game boy advance video volume 2","the fairly oddparents: shadow showdown","the fairly odd parents: game boy advance video volume 2","0.15384615384615385","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_1135","Kaggle1_Video_Game_10664","0.0",,"1993-06-15T00:00","2009-01-01T00:00","1993-06-15T00:00","2009-01-01T00:00","0.0","0.0","leisure suit larry 6: shape up or slip out!","leisure suit larry: box office bust","leisure suit larry 6: shape up or slip out!","leisure suit larry: box office bust","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_6094","Kaggle1_Video_Game_9800","0.7",,"2015-11-10T00:00","2016-01-01T00:00","2015-11-10T00:00","2016-01-01T00:00","0.5","0.5","rise of the tomb raider","rise of the tomb raider","rise of the tomb raider","rise of the tomb raider","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_5591","Kaggle1_Video_Game_2135","0.8",,"2000-10-25T00:00","2000-01-01T00:00","2000-10-25T00:00","2000-01-01T00:00","1.0","1.0","medal of honor: underground","medal of honor: underground","medal of honor: underground","medal of honor: underground","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_5341","Kaggle1_Video_Game_7304","0.0",,"1993-10-10T00:00","1996-01-01T00:00","1993-10-10T00:00","1996-01-01T00:00","0.0","0.0","pac-attack","pandemonium!","pac-attack","pandemonium!","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_4289","Kaggle1_Video_Game_14360","0.0",,"2011-06-27T00:00","2007-01-01T00:00","2011-06-27T00:00","2007-01-01T00:00","0.0","0.0","mystery case files: the malgrave incident","mystery case files: ravenhearst","mystery case files: the malgrave incident","mystery case files: ravenhearst","0.42857142857142855","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7345","Kaggle1_Video_Game_3210","0.0",,"1992-10-30T00:00","2009-01-01T00:00","1992-10-30T00:00","2009-01-01T00:00","0.0","0.0","shin megami tensei (video game)","shin megami tensei: persona 3 portable","shin megami tensei (video game)","shin megami tensei: persona 3 portable","0.375","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_5785","Kaggle1_Video_Game_1166","0.0",,"2004-08-05T00:00","2007-01-01T00:00","2004-08-05T00:00","2007-01-01T00:00","0.0","0.0","pro evolution soccer 4","pro evolution soccer 2008","pro evolution soccer 4","pro evolution soccer 2008","0.6","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_4455","Kaggle1_Video_Game_13923","0.2",,"2012-03-08T00:00","2012-01-01T00:00","2012-03-08T00:00","2012-01-01T00:00","1.0","1.0","mobile suit gundam unicorn (video game)","mobile suit gundam: mokuba no kiseki","mobile suit gundam unicorn (video game)","mobile suit gundam: mokuba no kiseki","0.3333333333333333","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7724","Kaggle1_Video_Game_3712","0.0",,"2003-09-22T00:00","2010-01-01T00:00","2003-09-22T00:00","2010-01-01T00:00","0.0","0.0","tiger woods pga tour 2004","tiger woods pga tour 11","tiger woods pga tour 2004","tiger woods pga tour 11","0.6666666666666666","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_4751","Kaggle1_Video_Game_3212","0.1",,"2001-09-17T00:00","2000-01-01T00:00","2001-09-17T00:00","2000-01-01T00:00","0.5","0.5","nhl 2002","nhl 2001","nhl 2002","nhl 2001","0.3333333333333333","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_1022","Kaggle1_Video_Game_4924","0.8",,"2002-03-21T00:00","2002-01-01T00:00","2002-03-21T00:00","2002-01-01T00:00","1.0","1.0","blood omen 2","blood omen 2","blood omen 2","blood omen 2","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7685","Kaggle1_Video_Game_11988","0.7",,"1994-08-25T00:00","1993-01-01T00:00","1994-08-25T00:00","1993-01-01T00:00","0.5","0.5","ecco: the tides of time","ecco: the tides of time","ecco: the tides of time","ecco: the tides of time","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_8759","Kaggle1_Video_Game_2580","0.0",,"1996-03-29T00:00","2006-01-01T00:00","1996-03-29T00:00","2006-01-01T00:00","0.0","0.0","dragon ball z: hyper dimension","dragon ball z: budokai tenkaichi 2","dragon ball z: hyper dimension","dragon ball z: budokai tenkaichi 2","0.375","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_271","Kaggle1_Video_Game_1251","0.0",,"2000-07-27T00:00","1997-01-01T00:00","2000-07-27T00:00","1997-01-01T00:00","0.0","0.0","moho","monopoly","moho","monopoly","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","DBpedia_Video_Game_7063","Kaggle1_Video_Game_9188","0.1",,"1998-01-28T00:00","1997-01-01T00:00","1998-01-28T00:00","1997-01-01T00:00","0.5","0.5","demonstar","desire","demonstar","desire","0.0","0.0","","","","","0.0","0.0"
